"","GEOID","NAME","NAMELSAD","State_Name","Elev_mean_m","Elev_cell_count","County_center_Long","County_center_Lat"
"1701","05003","Ashley","Ashley County","Arkansas",40,13597,-96.7873997260689,41.9163237828574
"1702","05041","Desha","Desha County","Arkansas",43,11799,-96.7873997260689,41.9163237828574
"1703","47135","Perry","Perry County","Tennessee",182,6284,-96.7873997260689,41.9163237828574
"1704","27163","Washington","Washington County","Minnesota",279,7240,-96.7873997260689,41.9163237828574
"1705","51740","Portsmouth","Portsmouth city","Virginia",1,712,-96.7873997260689,41.9163237828574
"1706","42051","Fayette","Fayette County","Pennsylvania",461,12535,-96.7873997260689,41.9163237828574
"1707","54023","Grant","Grant County","West Virginia",636,7458,-96.7873997260689,41.9163237828574
"1708","51171","Shenandoah","Shenandoah County","Virginia",379,7921,-96.7873997260689,41.9163237828574
"1709","48235","Irion","Irion County","Texas",733,14828,-96.7873997260689,41.9163237828574
"1710","29025","Caldwell","Caldwell County","Missouri",270,6693,-96.7873997260689,41.9163237828574
"1711","12107","Putnam","Putnam County","Florida",15,11497,-96.7873997260689,41.9163237828574
"1712","18025","Crawford","Crawford County","Indiana",200,4752,-96.7873997260689,41.9163237828574
"1713","29111","Lewis","Lewis County","Missouri",191,8043,-96.7873997260689,41.9163237828574
"1714","31075","Grant","Grant County","Nebraska",1148,12648,-96.7873997260689,41.9163237828574
"1715","16071","Oneida","Oneida County","Idaho",1681,19475,-96.7873997260689,41.9163237828574
"1716","17139","Moultrie","Moultrie County","Illinois",202,5387,-96.7873997260689,41.9163237828574
"1717","21107","Hopkins","Hopkins County","Kentucky",132,8404,-96.7873997260689,41.9163237828574
"1718","16035","Clearwater","Clearwater County","Idaho",1181,43668,-96.7873997260689,41.9163237828574
"1719","21013","Bell","Bell County","Kentucky",513,5446,-96.7873997260689,41.9163237828574
"1720","27035","Crow Wing","Crow Wing County","Minnesota",381,20222,-96.7873997260689,41.9163237828574
"1721","04009","Graham","Graham County","Arizona",1381,66750,-96.7873997260689,41.9163237828574
"1722","05123","St. Francis","St. Francis County","Arkansas",65,9464,-96.7873997260689,41.9163237828574
"1723","13101","Echols","Echols County","Georgia",42,5904,-96.7873997260689,41.9163237828574
"1724","20105","Lincoln","Lincoln County","Kansas",457,11162,-96.7873997260689,41.9163237828574
"1725","20183","Smith","Smith County","Kansas",555,13988,-96.7873997260689,41.9163237828574
"1726","12065","Jefferson","Jefferson County","Florida",25,9433,-96.7873997260689,41.9163237828574
"1727","28005","Amite","Amite County","Mississippi",105,10353,-96.7873997260689,41.9163237828574
"1728","05097","Montgomery","Montgomery County","Arkansas",273,11730,-96.7873997260689,41.9163237828574
"1729","26025","Calhoun","Calhoun County","Michigan",285,11687,-96.7873997260689,41.9163237828574
"1730","01029","Cleburne","Cleburne County","Alabama",320,8148,-96.7873997260689,41.9163237828574
"1731","08123","Weld","Weld County","Colorado",1514,63679,-96.7873997260689,41.9163237828574
"1732","40009","Beckham","Beckham County","Oklahoma",595,13387,-96.7873997260689,41.9163237828574
"1733","06049","Modoc","Modoc County","California",1515,67670,-96.7873997260689,41.9163237828574
"1734","19153","Polk","Polk County","Iowa",275,9617,-96.7873997260689,41.9163237828574
"1735","13179","Liberty","Liberty County","Georgia",8,8562,-96.7873997260689,41.9163237828574
"1736","48349","Navarro","Navarro County","Texas",122,15462,-96.7873997260689,41.9163237828574
"1737","48047","Brooks","Brooks County","Texas",53,12835,-96.7873997260689,41.9163237828574
"1738","47187","Williamson","Williamson County","Tennessee",237,8708,-96.7873997260689,41.9163237828574
"1739","56021","Laramie","Laramie County","Wyoming",1825,43113,-96.7873997260689,41.9163237828574
"1740","53003","Asotin","Asotin County","Washington",850,11116,-96.7873997260689,41.9163237828574
"1741","27155","Traverse","Traverse County","Minnesota",318,10172,-96.7873997260689,41.9163237828574
"1742","17017","Cass","Cass County","Illinois",163,6043,-96.7873997260689,41.9163237828574
"1743","13247","Rockdale","Rockdale County","Georgia",239,1913,-96.7873997260689,41.9163237828574
"1744","42067","Juniata","Juniata County","Pennsylvania",260,6241,-96.7873997260689,41.9163237828574
"1745","42083","McKean","McKean County","Pennsylvania",583,15850,-96.7873997260689,41.9163237828574
"1746","40049","Garvin","Garvin County","Oklahoma",302,12062,-96.7873997260689,41.9163237828574
"1747","31021","Burt","Burt County","Nebraska",371,8034,-96.7873997260689,41.9163237828574
"1748","35045","San Juan","San Juan County","New Mexico",1841,82992,-96.7873997260689,41.9163237828574
"1749","36073","Orleans","Orleans County","New York",108,13535,-96.7873997260689,41.9163237828574
"1750","22031","De Soto","De Soto Parish","Louisiana",73,12795,-96.7873997260689,41.9163237828574
"1751","06019","Fresno","Fresno County","California",1028,90497,-96.7873997260689,41.9163237828574
"1752","13105","Elbert","Elbert County","Georgia",168,5456,-96.7873997260689,41.9163237828574
"1753","01005","Barbour","Barbour County","Alabama",113,12866,-96.7873997260689,41.9163237828574
"1754","37017","Bladen","Bladen County","North Carolina",24,13042,-96.7873997260689,41.9163237828574
"1755","48111","Dallam","Dallam County","Texas",1264,22481,-96.7873997260689,41.9163237828574
"1756","17167","Sangamon","Sangamon County","Illinois",182,13757,-96.7873997260689,41.9163237828574
"1757","40035","Craig","Craig County","Oklahoma",242,11449,-96.7873997260689,41.9163237828574
"1758","47035","Cumberland","Cumberland County","Tennessee",545,10203,-96.7873997260689,41.9163237828574
"1759","26137","Otsego","Otsego County","Michigan",371,8952,-96.7873997260689,41.9163237828574
"1760","19161","Sac","Sac County","Iowa",399,9443,-96.7873997260689,41.9163237828574
"1761","49015","Emery","Emery County","Utah",1787,69440,-96.7873997260689,41.9163237828574
"1762","53019","Ferry","Ferry County","Washington",1000,40943,-96.7873997260689,41.9163237828574
"1763","30109","Wibaux","Wibaux County","Montana",827,15754,-96.7873997260689,41.9163237828574
"1764","35027","Lincoln","Lincoln County","New Mexico",1784,70171,-96.7873997260689,41.9163237828574
"1765","40021","Cherokee","Cherokee County","Oklahoma",259,11506,-96.7873997260689,41.9163237828574
"1766","27173","Yellow Medicine","Yellow Medicine County","Minnesota",342,12908,-96.7873997260689,41.9163237828574
"1767","48231","Hunt","Hunt County","Texas",165,12700,-96.7873997260689,41.9163237828574
"1768","48335","Mitchell","Mitchell County","Texas",664,13129,-96.7873997260689,41.9163237828574
"1769","48499","Wood","Wood County","Texas",128,9969,-96.7873997260689,41.9163237828574
"1770","40113","Osage","Osage County","Oklahoma",282,34539,-96.7873997260689,41.9163237828574
"1771","37039","Cherokee","Cherokee County","North Carolina",643,6883,-96.7873997260689,41.9163237828574
"1772","26107","Mecosta","Mecosta County","Michigan",307,9508,-96.7873997260689,41.9163237828574
"1773","21195","Pike","Pike County","Kentucky",397,11986,-96.7873997260689,41.9163237828574
"1774","12067","Lafayette","Lafayette County","Florida",22,7623,-96.7873997260689,41.9163237828574
"1775","37035","Catawba","Catawba County","North Carolina",291,6179,-96.7873997260689,41.9163237828574
"1776","21025","Breathitt","Breathitt County","Kentucky",323,7522,-96.7873997260689,41.9163237828574
"1777","48075","Childress","Childress County","Texas",544,10457,-96.7873997260689,41.9163237828574
"1778","29181","Ripley","Ripley County","Missouri",157,9504,-96.7873997260689,41.9163237828574
"1779","17179","Tazewell","Tazewell County","Illinois",187,10424,-96.7873997260689,41.9163237828574
"1780","48243","Jeff Davis","Jeff Davis County","Texas",1497,31803,-96.7873997260689,41.9163237828574
"1781","51678","Lexington","Lexington city","Virginia",321,39,-96.7873997260689,41.9163237828574
"1782","05135","Sharp","Sharp County","Arkansas",169,9046,-96.7873997260689,41.9163237828574
"1783","08069","Larimer","Larimer County","Colorado",2360,41890,-96.7873997260689,41.9163237828574
"1784","37177","Tyrrell","Tyrrell County","North Carolina",1,8894,-96.7873997260689,41.9163237828574
"1785","27131","Rice","Rice County","Minnesota",329,8673,-96.7873997260689,41.9163237828574
"1786","29219","Warren","Warren County","Missouri",215,6759,-96.7873997260689,41.9163237828574
"1787","21227","Warren","Warren County","Kentucky",173,8268,-96.7873997260689,41.9163237828574
"1788","22017","Caddo","Caddo Parish","Louisiana",64,13448,-96.7873997260689,41.9163237828574
"1789","46121","Todd","Todd County","South Dakota",821,22966,-96.7873997260689,41.9163237828574
"1790","19127","Marshall","Marshall County","Iowa",299,9309,-96.7873997260689,41.9163237828574
"1791","40141","Tillman","Tillman County","Oklahoma",362,12854,-96.7873997260689,41.9163237828574
"1792","37113","Macon","Macon County","North Carolina",940,7670,-96.7873997260689,41.9163237828574
"1793","54063","Monroe","Monroe County","West Virginia",703,7203,-96.7873997260689,41.9163237828574
"1794","18155","Switzerland","Switzerland County","Indiana",230,3451,-96.7873997260689,41.9163237828574
"1795","21105","Hickman","Hickman County","Kentucky",112,3798,-96.7873997260689,41.9163237828574
"1796","01061","Geneva","Geneva County","Alabama",60,8171,-96.7873997260689,41.9163237828574
"1797","17099","LaSalle","LaSalle County","Illinois",198,18431,-96.7873997260689,41.9163237828574
"1798","19055","Delaware","Delaware County","Iowa",307,9387,-96.7873997260689,41.9163237828574
"1799","20127","Morris","Morris County","Kansas",426,10821,-96.7873997260689,41.9163237828574
"1800","19051","Davis","Davis County","Iowa",251,8041,-96.7873997260689,41.9163237828574
"1801","16015","Boise","Boise County","Idaho",1680,31907,-96.7873997260689,41.9163237828574
"1802","55081","Monroe","Monroe County","Wisconsin",320,15184,-96.7873997260689,41.9163237828574
"1803","37143","Perquimans","Perquimans County","North Carolina",2,4917,-96.7873997260689,41.9163237828574
"1804","12047","Hamilton","Hamilton County","Florida",35,7273,-96.7873997260689,41.9163237828574
"1805","18035","Delaware","Delaware County","Indiana",286,6231,-96.7873997260689,41.9163237828574
"1806","12075","Levy","Levy County","Florida",7,22047,-96.7873997260689,41.9163237828574
"1807","28045","Hancock","Hancock County","Mississippi",13,7786,-96.7873997260689,41.9163237828574
"1808","13315","Wilcox","Wilcox County","Georgia",89,5442,-96.7873997260689,41.9163237828574
"1809","22081","Red River","Red River Parish","Louisiana",48,5727,-96.7873997260689,41.9163237828574
"1810","47093","Knox","Knox County","Tennessee",305,7840,-96.7873997260689,41.9163237828574
"1811","23017","Oxford","Oxford County","Maine",358,36756,-96.7873997260689,41.9163237828574
"1812","29095","Jackson","Jackson County","Missouri",269,9533,-96.7873997260689,41.9163237828574
"1813","13281","Towns","Towns County","Georgia",776,2527,-96.7873997260689,41.9163237828574
"1814","28129","Smith","Smith County","Mississippi",117,9070,-96.7873997260689,41.9163237828574
"1815","16075","Payette","Payette County","Idaho",786,6893,-96.7873997260689,41.9163237828574
"1816","16079","Shoshone","Shoshone County","Idaho",1295,47035,-96.7873997260689,41.9163237828574
"1817","37095","Hyde","Hyde County","North Carolina",1,21591,-96.7873997260689,41.9163237828574
"1818","19067","Floyd","Floyd County","Iowa",326,8329,-96.7873997260689,41.9163237828574
"1819","21145","McCracken","McCracken County","Kentucky",114,4029,-96.7873997260689,41.9163237828574
"1820","21225","Union","Union County","Kentucky",120,5530,-96.7873997260689,41.9163237828574
"1821","46125","Turner","Turner County","South Dakota",420,10220,-96.7873997260689,41.9163237828574
"1822","47029","Cocke","Cocke County","Tennessee",528,6603,-96.7873997260689,41.9163237828574
"1823","47067","Hancock","Hancock County","Tennessee",468,3348,-96.7873997260689,41.9163237828574
"1824","47071","Hardin","Hardin County","Tennessee",154,8832,-96.7873997260689,41.9163237828574
"1825","45067","Marion","Marion County","South Carolina",15,7194,-96.7873997260689,41.9163237828574
"1826","22117","Washington","Washington Parish","Louisiana",59,9548,-96.7873997260689,41.9163237828574
"1827","29207","Stoddard","Stoddard County","Missouri",102,12486,-96.7873997260689,41.9163237828574
"1828","13093","Dooly","Dooly County","Georgia",106,5651,-96.7873997260689,41.9163237828574
"1829","27145","Stearns","Stearns County","Minnesota",364,23858,-96.7873997260689,41.9163237828574
"1830","31155","Saunders","Saunders County","Nebraska",390,12219,-96.7873997260689,41.9163237828574
"1831","27141","Sherburne","Sherburne County","Minnesota",296,7777,-96.7873997260689,41.9163237828574
"1832","46035","Davison","Davison County","South Dakota",419,7332,-96.7873997260689,41.9163237828574
"1833","47025","Claiborne","Claiborne County","Tennessee",451,6640,-96.7873997260689,41.9163237828574
"1834","48337","Montague","Montague County","Texas",295,13524,-96.7873997260689,41.9163237828574
"1835","48049","Brown","Brown County","Texas",462,13582,-96.7873997260689,41.9163237828574
"1836","55101","Racine","Racine County","Wisconsin",199,13079,-96.7873997260689,41.9163237828574
"1837","55115","Shawano","Shawano County","Wisconsin",297,15440,-96.7873997260689,41.9163237828574
"1838","19009","Audubon","Audubon County","Iowa",416,7157,-96.7873997260689,41.9163237828574
"1839","48207","Haskell","Haskell County","Texas",466,13096,-96.7873997260689,41.9163237828574
"1840","40083","Logan","Logan County","Oklahoma",315,11180,-96.7873997260689,41.9163237828574
"1841","36065","Oneida","Oneida County","New York",274,20808,-96.7873997260689,41.9163237828574
"1842","08065","Lake","Lake County","Colorado",3330,6002,-96.7873997260689,41.9163237828574
"1843","40121","Pittsburg","Pittsburg County","Oklahoma",227,20288,-96.7873997260689,41.9163237828574
"1844","54017","Doddridge","Doddridge County","West Virginia",325,4990,-96.7873997260689,41.9163237828574
"1845","54105","Wirt","Wirt County","West Virginia",261,3642,-96.7873997260689,41.9163237828574
"1846","33003","Carroll","Carroll County","New Hampshire",310,16590,-96.7873997260689,41.9163237828574
"1847","54095","Tyler","Tyler County","West Virginia",285,4082,-96.7873997260689,41.9163237828574
"1848","27079","Le Sueur","Le Sueur County","Minnesota",308,7970,-96.7873997260689,41.9163237828574
"1849","53017","Douglas","Douglas County","Washington",679,33110,-96.7873997260689,41.9163237828574
"1850","36009","Cattaraugus","Cattaraugus County","New York",520,21539,-96.7873997260689,41.9163237828574
"1851","55027","Dodge","Dodge County","Wisconsin",277,14995,-96.7873997260689,41.9163237828574
"1852","19105","Jones","Jones County","Iowa",267,9344,-96.7873997260689,41.9163237828574
"1853","20007","Barber","Barber County","Kansas",498,17244,-96.7873997260689,41.9163237828574
"1854","29169","Pulaski","Pulaski County","Missouri",300,8399,-96.7873997260689,41.9163237828574
"1855","01045","Dale","Dale County","Alabama",93,7963,-96.7873997260689,41.9163237828574
"1856","20109","Logan","Logan County","Kansas",944,16599,-96.7873997260689,41.9163237828574
"1857","06039","Madera","Madera County","California",937,32622,-96.7873997260689,41.9163237828574
"1858","29075","Gentry","Gentry County","Missouri",288,7741,-96.7873997260689,41.9163237828574
"1859","31009","Blaine","Blaine County","Nebraska",804,11576,-96.7873997260689,41.9163237828574
"1860","49009","Daggett","Daggett County","Utah",2308,11539,-96.7873997260689,41.9163237828574
"1861","56031","Platte","Platte County","Wyoming",1571,34341,-96.7873997260689,41.9163237828574
"1862","37071","Gaston","Gaston County","North Carolina",234,5374,-96.7873997260689,41.9163237828574
"1863","35019","Guadalupe","Guadalupe County","New Mexico",1584,44325,-96.7873997260689,41.9163237828574
"1864","30037","Golden Valley","Golden Valley County","Montana",1278,20544,-96.7873997260689,41.9163237828574
"1865","37101","Johnston","Johnston County","North Carolina",58,11795,-96.7873997260689,41.9163237828574
"1866","06085","Santa Clara","Santa Clara County","California",375,19752,-96.7873997260689,41.9163237828574
"1867","45019","Charleston","Charleston County","South Carolina",3,19507,-96.7873997260689,41.9163237828574
"1868","53005","Benton","Benton County","Washington",293,30611,-96.7873997260689,41.9163237828574
"1869","29001","Adair","Adair County","Missouri",271,9009,-96.7873997260689,41.9163237828574
"1870","39043","Erie","Erie County","Ohio",185,10063,-96.7873997260689,41.9163237828574
"1871","17183","Vermilion","Vermilion County","Illinois",206,14242,-96.7873997260689,41.9163237828574
"1872","29189","St. Louis","St. Louis County","Missouri",165,8061,-96.7873997260689,41.9163237828574
"1873","17007","Boone","Boone County","Illinois",262,4592,-96.7873997260689,41.9163237828574
"1874","06103","Tehama","Tehama County","California",651,46695,-96.7873997260689,41.9163237828574
"1875","55025","Dane","Dane County","Wisconsin",288,20410,-96.7873997260689,41.9163237828574
"1876","48151","Fisher","Fisher County","Texas",607,12985,-96.7873997260689,41.9163237828574
"1877","22085","Sabine","Sabine Parish","Louisiana",75,14311,-96.7873997260689,41.9163237828574
"1878","17137","Morgan","Morgan County","Illinois",186,8996,-96.7873997260689,41.9163237828574
"1879","13235","Pulaski","Pulaski County","Georgia",81,3576,-96.7873997260689,41.9163237828574
"1880","37015","Bertie","Bertie County","North Carolina",10,11066,-96.7873997260689,41.9163237828574
"1881","37167","Stanly","Stanly County","North Carolina",157,5976,-96.7873997260689,41.9163237828574
"1882","47143","Rhea","Rhea County","Tennessee",349,4998,-96.7873997260689,41.9163237828574
"1883","37079","Greene","Greene County","North Carolina",23,3958,-96.7873997260689,41.9163237828574
"1884","21131","Leslie","Leslie County","Kentucky",444,6119,-96.7873997260689,41.9163237828574
"1885","24039","Somerset","Somerset County","Maryland",1,9363,-96.7873997260689,41.9163237828574
"1886","17123","Marshall","Marshall County","Illinois",200,6340,-96.7873997260689,41.9163237828574
"1887","21143","Lyon","Lyon County","Kentucky",132,3876,-96.7873997260689,41.9163237828574
"1888","48095","Concho","Concho County","Texas",569,14080,-96.7873997260689,41.9163237828574
"1889","48081","Coke","Coke County","Texas",646,13195,-96.7873997260689,41.9163237828574
"1890","47133","Overton","Overton County","Tennessee",366,6512,-96.7873997260689,41.9163237828574
"1891","26063","Huron","Huron County","Michigan",188,35713,-96.7873997260689,41.9163237828574
"1892","26069","Iosco","Iosco County","Michigan",190,31821,-96.7873997260689,41.9163237828574
"1893","13069","Coffee","Coffee County","Georgia",69,8572,-96.7873997260689,41.9163237828574
"1894","13299","Ware","Ware County","Georgia",40,12792,-96.7873997260689,41.9163237828574
"1895","38037","Grant","Grant County","North Dakota",677,29121,-96.7873997260689,41.9163237828574
"1896","22051","Jefferson","Jefferson Parish","Louisiana",0,8945,-96.7873997260689,41.9163237828574
"1897","22103","St. Tammany","St. Tammany Parish","Louisiana",10,15334,-96.7873997260689,41.9163237828574
"1898","19083","Hardin","Hardin County","Iowa",334,9250,-96.7873997260689,41.9163237828574
"1899","22023","Cameron","Cameron Parish","Louisiana",1,27024,-96.7873997260689,41.9163237828574
"1900","39027","Clinton","Clinton County","Ohio",312,6435,-96.7873997260689,41.9163237828574
"1901","27137","St. Louis","St. Louis County","Minnesota",414,122408,-96.7873997260689,41.9163237828574
"1902","39093","Lorain","Lorain County","Ohio",209,14884,-96.7873997260689,41.9163237828574
"1903","19015","Boone","Boone County","Iowa",322,9296,-96.7873997260689,41.9163237828574
"1904","48373","Polk","Polk County","Texas",70,15608,-96.7873997260689,41.9163237828574
"1905","31051","Dixon","Dixon County","Nebraska",427,7868,-96.7873997260689,41.9163237828574
"1906","24025","Harford","Harford County","Maryland",81,8278,-96.7873997260689,41.9163237828574
"1907","45037","Edgefield","Edgefield County","South Carolina",133,7361,-96.7873997260689,41.9163237828574
"1908","51001","Accomack","Accomack County","Virginia",1,19969,-96.7873997260689,41.9163237828574
"1909","55015","Calumet","Calumet County","Wisconsin",259,6601,-96.7873997260689,41.9163237828574
"1910","21121","Knox","Knox County","Kentucky",382,5849,-96.7873997260689,41.9163237828574
"1911","26067","Ionia","Ionia County","Michigan",243,9561,-96.7873997260689,41.9163237828574
"1912","37129","New Hanover","New Hanover County","North Carolina",3,4809,-96.7873997260689,41.9163237828574
"1913","47131","Obion","Obion County","Tennessee",105,8311,-96.7873997260689,41.9163237828574
"1914","21035","Calloway","Calloway County","Kentucky",149,6164,-96.7873997260689,41.9163237828574
"1915","51003","Albemarle","Albemarle County","Virginia",224,11118,-96.7873997260689,41.9163237828574
"1916","47147","Robertson","Robertson County","Tennessee",203,7153,-96.7873997260689,41.9163237828574
"1917","51043","Clarke","Clarke County","Virginia",197,2764,-96.7873997260689,41.9163237828574
"1918","53023","Garfield","Garfield County","Washington",829,12527,-96.7873997260689,41.9163237828574
"1919","21109","Jackson","Jackson County","Kentucky",371,5259,-96.7873997260689,41.9163237828574
"1920","27031","Cook","Cook County","Minnesota",333,59749,-96.7873997260689,41.9163237828574
"1921","45073","Oconee","Oconee County","South Carolina",337,9894,-96.7873997260689,41.9163237828574
"1922","22033","East Baton Rouge","East Baton Rouge Parish","Louisiana",17,6608,-96.7873997260689,41.9163237828574
"1923","28021","Claiborne","Claiborne County","Mississippi",53,7149,-96.7873997260689,41.9163237828574
"1924","24037","St. Mary's","St. Mary's County","Maryland",10,11728,-96.7873997260689,41.9163237828574
"1925","26081","Kent","Kent County","Michigan",241,14384,-96.7873997260689,41.9163237828574
"1926","37147","Pitt","Pitt County","North Carolina",13,9738,-96.7873997260689,41.9163237828574
"1927","30009","Carbon","Carbon County","Montana",1694,35241,-96.7873997260689,41.9163237828574
"1928","31167","Stanton","Stanton County","Nebraska",485,6972,-96.7873997260689,41.9163237828574
"1929","13001","Appling","Appling County","Georgia",50,7286,-96.7873997260689,41.9163237828574
"1930","19099","Jasper","Jasper County","Iowa",271,11874,-96.7873997260689,41.9163237828574
"1931","28153","Wayne","Wayne County","Mississippi",74,11523,-96.7873997260689,41.9163237828574
"1932","48101","Cottle","Cottle County","Texas",551,13152,-96.7873997260689,41.9163237828574
"1933","51081","Greensville","Greensville County","Virginia",44,4498,-96.7873997260689,41.9163237828574
"1934","12105","Polk","Polk County","Florida",34,27464,-96.7873997260689,41.9163237828574
"1935","48503","Young","Young County","Texas",354,13413,-96.7873997260689,41.9163237828574
"1936","01123","Tallapoosa","Tallapoosa County","Alabama",190,10979,-96.7873997260689,41.9163237828574
"1937","33015","Rockingham","Rockingham County","New Hampshire",69,13097,-96.7873997260689,41.9163237828574
"1938","08105","Rio Grande","Rio Grande County","Colorado",2763,13842,-96.7873997260689,41.9163237828574
"1939","19149","Plymouth","Plymouth County","Iowa",400,14227,-96.7873997260689,41.9163237828574
"1940","36123","Yates","Yates County","New York",320,6139,-96.7873997260689,41.9163237828574
"1941","53033","King","King County","Washington",520,41115,-96.7873997260689,41.9163237828574
"1942","41017","Deschutes","Deschutes County","Oregon",1391,51217,-96.7873997260689,41.9163237828574
"1943","19155","Pottawattamie","Pottawattamie County","Iowa",358,15355,-96.7873997260689,41.9163237828574
"1944","29229","Wright","Wright County","Missouri",407,10353,-96.7873997260689,41.9163237828574
"1945","30101","Toole","Toole County","Montana",1069,35448,-96.7873997260689,41.9163237828574
"1946","36107","Tioga","Tioga County","New York",380,8527,-96.7873997260689,41.9163237828574
"1947","48287","Lee","Lee County","Texas",124,8874,-96.7873997260689,41.9163237828574
"1948","13121","Fulton","Fulton County","Georgia",285,7795,-96.7873997260689,41.9163237828574
"1949","48073","Cherokee","Cherokee County","Texas",118,15079,-96.7873997260689,41.9163237828574
"1950","29007","Audrain","Audrain County","Missouri",241,10854,-96.7873997260689,41.9163237828574
"1951","45029","Colleton","Colleton County","South Carolina",13,16282,-96.7873997260689,41.9163237828574
"1952","55055","Jefferson","Jefferson County","Wisconsin",254,9593,-96.7873997260689,41.9163237828574
"1953","05055","Greene","Greene County","Arkansas",91,8688,-96.7873997260689,41.9163237828574
"1954","48191","Hall","Hall County","Texas",631,13199,-96.7873997260689,41.9163237828574
"1955","55013","Burnett","Burnett County","Wisconsin",298,15210,-96.7873997260689,41.9163237828574
"1956","35057","Torrance","Torrance County","New Mexico",1969,49004,-96.7873997260689,41.9163237828574
"1957","53049","Pacific","Pacific County","Washington",131,21468,-96.7873997260689,41.9163237828574
"1958","37141","Pender","Pender County","North Carolina",9,13658,-96.7873997260689,41.9163237828574
"1959","48221","Hood","Hood County","Texas",267,6241,-96.7873997260689,41.9163237828574
"1960","46117","Stanley","Stanley County","South Dakota",570,25606,-96.7873997260689,41.9163237828574
"1961","32031","Washoe","Washoe County","Nevada",1633,103777,-96.7873997260689,41.9163237828574
"1962","21007","Ballard","Ballard County","Kentucky",112,4136,-96.7873997260689,41.9163237828574
"1963","48009","Archer","Archer County","Texas",326,13389,-96.7873997260689,41.9163237828574
"1964","48023","Baylor","Baylor County","Texas",383,13137,-96.7873997260689,41.9163237828574
"1965","48405","San Augustine","San Augustine County","Texas",82,8372,-96.7873997260689,41.9163237828574
"1966","32029","Storey","Storey County","Nevada",1708,4137,-96.7873997260689,41.9163237828574
"1967","13249","Schley","Schley County","Georgia",146,2400,-96.7873997260689,41.9163237828574
"1968","48313","Madison","Madison County","Texas",82,6665,-96.7873997260689,41.9163237828574
"1969","06077","San Joaquin","San Joaquin County","California",49,21793,-96.7873997260689,41.9163237828574
"1970","28159","Winston","Winston County","Mississippi",140,8775,-96.7873997260689,41.9163237828574
"1971","21103","Henry","Henry County","Kentucky",237,4482,-96.7873997260689,41.9163237828574
"1972","21167","Mercer","Mercer County","Kentucky",256,3865,-96.7873997260689,41.9163237828574
"1973","31183","Wheeler","Wheeler County","Nebraska",638,9394,-96.7873997260689,41.9163237828574
"1974","21135","Lewis","Lewis County","Kentucky",268,7626,-96.7873997260689,41.9163237828574
"1975","27051","Grant","Grant County","Minnesota",348,9937,-96.7873997260689,41.9163237828574
"1976","28053","Humphreys","Humphreys County","Mississippi",31,6200,-96.7873997260689,41.9163237828574
"1977","01025","Clarke","Clarke County","Alabama",59,17751,-96.7873997260689,41.9163237828574
"1978","20017","Chase","Chase County","Kansas",415,11983,-96.7873997260689,41.9163237828574
"1979","21221","Trigg","Trigg County","Kentucky",147,7262,-96.7873997260689,41.9163237828574
"1980","01069","Houston","Houston County","Alabama",65,8192,-96.7873997260689,41.9163237828574
"1981","46003","Aurora","Aurora County","South Dakota",477,11847,-96.7873997260689,41.9163237828574
"1982","31061","Franklin","Franklin County","Nebraska",620,9133,-96.7873997260689,41.9163237828574
"1983","24029","Kent","Kent County","Maryland",8,6433,-96.7873997260689,41.9163237828574
"1984","20037","Crawford","Crawford County","Kansas",285,9005,-96.7873997260689,41.9163237828574
"1985","27023","Chippewa","Chippewa County","Minnesota",314,10045,-96.7873997260689,41.9163237828574
"1986","46103","Pennington","Pennington County","South Dakota",1083,46583,-96.7873997260689,41.9163237828574
"1987","45049","Hampton","Hampton County","South Carolina",24,8080,-96.7873997260689,41.9163237828574
"1988","16043","Fremont","Fremont County","Idaho",1877,31890,-96.7873997260689,41.9163237828574
"1989","13029","Bryan","Bryan County","Georgia",11,6464,-96.7873997260689,41.9163237828574
"1990","51053","Dinwiddie","Dinwiddie County","Virginia",68,7672,-96.7873997260689,41.9163237828574
"1991","12111","St. Lucie","St. Lucie County","Florida",5,9342,-96.7873997260689,41.9163237828574
"1992","36055","Monroe","Monroe County","New York",110,22583,-96.7873997260689,41.9163237828574
"1993","46083","Lincoln","Lincoln County","South Dakota",419,9510,-96.7873997260689,41.9163237828574
"1994","55017","Chippewa","Chippewa County","Wisconsin",321,17811,-96.7873997260689,41.9163237828574
"1995","20207","Woodson","Woodson County","Kansas",316,7737,-96.7873997260689,41.9163237828574
"1996","21157","Marshall","Marshall County","Kentucky",125,5137,-96.7873997260689,41.9163237828574
"1997","13065","Clinch","Clinch County","Georgia",46,11598,-96.7873997260689,41.9163237828574
"1998","13185","Lowndes","Lowndes County","Georgia",52,7186,-96.7873997260689,41.9163237828574
"1999","26099","Macomb","Macomb County","Michigan",200,9334,-96.7873997260689,41.9163237828574
"2000","13287","Turner","Turner County","Georgia",110,4126,-96.7873997260689,41.9163237828574
"2001","17079","Jasper","Jasper County","Illinois",160,7745,-96.7873997260689,41.9163237828574
"2002","48331","Milam","Milam County","Texas",124,14347,-96.7873997260689,41.9163237828574
"2003","18147","Spencer","Spencer County","Indiana",131,6162,-96.7873997260689,41.9163237828574
"2004","21099","Hart","Hart County","Kentucky",214,6330,-96.7873997260689,41.9163237828574
"2005","21137","Lincoln","Lincoln County","Kentucky",323,5108,-96.7873997260689,41.9163237828574
"2006","30005","Blaine","Blaine County","Montana",934,76806,-96.7873997260689,41.9163237828574
