"site_name","climate_desc","Climate_Scenario.y","scenario_abbrev.y","diff_co2e_n2o","diff_co2e_ch4","diff_co2e_soc","diff_gwp"
"KBS","GFDL_High",3,"BC76-CR",-0.552859999999999,NA,-3.06668,-3.97189
"KBS","GFDL_High",3,"BC96-CR",-0.27407,NA,-5.26668,-5.89309
"KBS","GFDL_Low",2,"CR",0,0,0,0
"KBS","GFDL_Low",2,"NT-CR",2.27675,-0.00170999999999999,3.34141,5.61646
"KBS","GFDL_Low",2,"CC-CR",4.59227,-0.000300000000000022,-4.04543,0.546530000000001
"KBS","GFDL_Low",2,"RF05-CR",0.53351,8.9999999999979e-05,-0.7477,-0.214099999999998
"KBS","GFDL_Low",2,"RF15-CR",1.53294,0.000309999999999977,-2.27619,-0.742939999999999
"KBS","GFDL_Low",2,"RF25-CR",2.42792,0.000549999999999995,-3.98415,-1.55567
"KBS","GFDL_Low",2,"RF35-CR",3.2131,0.000840000000000007,-5.88691,-2.67297
"KBS","GFDL_Low",2,"RR50-CR",-0.43572,-0.00147000000000003,4.58977,4.15259
"KBS","GFDL_Low",2,"RR25-CR",-1.12842,-0.00553999999999999,10.368,9.23404
"KBS","GFDL_Low",2,"RR00-CR",-2.33582,-0.01418,14.99863,12.64864
"KBS","GFDL_Low",2,"BC19-CR",-0.694900000000001,NA,4.57116,3.53678
"KBS","GFDL_Low",2,"BC38-CR",-0.207050000000001,NA,1.27116,0.724630000000001
"KBS","GFDL_Low",2,"BC57-CR",0.13672,NA,-1.66217,-1.86493
"KBS","GFDL_Low",2,"BC76-CR",0.42177,NA,-3.86217,-3.77988
"KBS","GFDL_Low",2,"BC96-CR",0.666700000000001,NA,-6.42884,-6.10162
"KBS","UKESM_High",5,"CR",0,0,0,0
"KBS","UKESM_High",5,"NT-CR",2.49968,0.00264999999999999,6.50597,9.00832
"KBS","UKESM_High",5,"CC-CR",6.87754,0.00219000000000003,0.28772,7.16745
"KBS","UKESM_High",5,"RF05-CR",0.693249999999999,7.00000000000145e-05,-0.36445,0.328890000000001
"KBS","UKESM_High",5,"RF15-CR",2.02008,0.000300000000000022,-1.35303,0.667349999999999
"KBS","UKESM_High",5,"RF25-CR",3.2118,0.000549999999999995,-2.68865,0.523710000000001
"KBS","UKESM_High",5,"RF35-CR",4.30838,0.000860000000000027,-4.28799,0.0212599999999981
"KBS","UKESM_High",5,"RR50-CR",-0.468490000000001,-0.00125999999999998,4.27881,3.80907
"KBS","UKESM_High",5,"RR25-CR",-1.1631,-0.00514999999999999,8.56996,7.40172
"KBS","UKESM_High",5,"RR00-CR",-2.77622,-0.01389,11.77817,8.98808
"KBS","UKESM_High",5,"BC19-CR",-2.2127,NA,11.48933,8.91764
"KBS","UKESM_High",5,"BC38-CR",-1.70181,NA,8.556,6.49519
"KBS","UKESM_High",5,"BC57-CR",-1.25218,NA,4.88933,3.27815
"KBS","UKESM_High",5,"BC76-CR",-0.87941,NA,2.32267,1.08425
"KBS","UKESM_High",5,"BC96-CR",-0.54861,NA,0.12267,-0.784949999999998
"KBS","UKESM_Low",4,"CR",0,0,0,0
"KBS","UKESM_Low",4,"NT-CR",1.74939,0.000960000000000016,3.62211,5.37247
"KBS","UKESM_Low",4,"CC-CR",5.23559,0.00620999999999999,-3.13157,2.11024
"KBS","UKESM_Low",4,"RF05-CR",0.583499999999999,9.00000000000345e-05,-0.58537,-0.00176999999999872
"KBS","UKESM_Low",4,"RF15-CR",1.70245,0.000259999999999982,-2.05369,-0.35098
"KBS","UKESM_Low",4,"RF25-CR",2.708,0.000460000000000016,-3.75567,-1.04721
"KBS","UKESM_Low",4,"RF35-CR",3.54202,0.000670000000000004,-5.51587,-1.97318
"KBS","UKESM_Low",4,"RR50-CR",-0.484059999999999,-0.000969999999999971,4.01688,3.53184
"KBS","UKESM_Low",4,"RR25-CR",-1.28026,-0.00375999999999999,8.91559,7.63158
"KBS","UKESM_Low",4,"RR00-CR",-2.68114,-0.01173,12.40786,9.715
"KBS","UKESM_Low",4,"BC19-CR",-0.13958,NA,8.71629,8.23147
"KBS","UKESM_Low",4,"BC38-CR",0.26951,NA,5.04962,4.97389
"KBS","UKESM_Low",4,"BC57-CR",0.624610000000001,NA,2.11629,2.39566
"KBS","UKESM_Low",4,"BC76-CR",0.921329999999999,NA,-0.0837100000000002,0.492380000000001
"KBS","UKESM_Low",4,"BC96-CR",1.17682,NA,-2.28371,-1.45213
"LRF","Baseline",1,"CC-CR",-0.0577100000000002,0.0341399999999999,0.60226,0.57868
"LRF","Baseline",1,"CN",0.54072,0.00853999999999999,-3.35926,-2.81001
"LRF","Baseline",1,"CC-NT-CR",0.45812,0.00276999999999994,2.53624,2.99713
"LRF","Baseline",1,"RF05-CR",0.12655,0.00110999999999994,-0.22084,-0.0931899999999999
"LRF","Baseline",1,"RF15-CR",0.39309,0.00340999999999991,-0.95321,-0.556719999999999
"LRF","Baseline",1,"RF25-CR",0.65465,0.00579999999999992,-1.69586,-1.03542
"LRF","Baseline",1,"RF35-CR",0.91124,0.00827,-2.36592,-1.44642
"LRF","Baseline",1,"RR50-CR",1.36335,0.0290199999999999,-0.87246,0.5199
"LRF","Baseline",1,"RR25-CR",0.81366,0.02223,-0.17004,0.66584
"LRF","Baseline",1,"RR00-CR",0,0,0,0
"LRF","Baseline",1,"RR50-NT-CR",1.68662,0.01647,0.65012,2.3532
"LRF","Baseline",1,"RR25-NT-CR",1.04352,0.00196999999999992,1.89055,2.93603
"LRF","Baseline",1,"RR00-NT-CR",0.26861,-0.0135500000000001,3.01862,3.27367
"LRF","Baseline",1,"BC19-CR",0.63798,NA,-4.25475,-4.18886
"LRF","Baseline",1,"BC38-CR",0.690300000000001,NA,-7.18809,-7.06988
"LRF","Baseline",1,"BC57-CR",0.80109,NA,-9.75475,-9.52575
"LRF","Baseline",1,"BC76-CR",0.90702,NA,-11.95475,-11.61983
"LRF","Baseline",1,"BC96-CR",0.99036,NA,-15.62142,-15.20315
"LRF","GFDL_High",3,"CC-CR",0.23634,0.0387500000000001,3.38048,3.65557
"LRF","GFDL_High",3,"CN",0.6812,0.00941999999999998,-2.87548,-2.18485
"LRF","GFDL_High",3,"CC-NT-CR",0.734059999999999,0.00607000000000002,3.30117,4.0413
"LRF","GFDL_High",3,"RF05-CR",0.12815,0.00125000000000008,-0.29502,-0.16562
"LRF","GFDL_High",3,"RF15-CR",0.3946,0.00384000000000007,-0.99016,-0.59173
"LRF","GFDL_High",3,"RF25-CR",0.609459999999999,0.00648000000000004,-1.60458,-0.98864
"LRF","GFDL_High",3,"RF35-CR",0.84558,0.00928000000000007,-2.22538,-1.37051
"LRF","GFDL_High",3,"RR50-CR",1.20815,0.03276,-0.0653,1.17562
"LRF","GFDL_High",3,"RR25-CR",0.70953,0.0255300000000001,0.22386,0.95893
"LRF","GFDL_High",3,"RR00-CR",0,0,0,0
"LRF","GFDL_High",3,"RR50-NT-CR",1.60071,0.02141,0.98945,2.61158
"LRF","GFDL_High",3,"RR25-NT-CR",1.11226,0.00483,1.8992,3.01628
"LRF","GFDL_High",3,"RR00-NT-CR",0.363259999999999,-0.0120899999999999,2.76168,3.11285
"LRF","GFDL_High",3,"BC19-CR",1.09413,NA,-1.80499,-1.26804
"LRF","GFDL_High",3,"BC38-CR",1.1429,NA,-4.73832,-4.15261
"LRF","GFDL_High",3,"BC57-CR",1.18251,NA,-6.57165,-5.94633
"LRF","GFDL_High",3,"BC76-CR",1.22673,NA,-8.77165,-8.10212
"LRF","GFDL_High",3,"BC96-CR",1.22862,NA,-11.33832,-10.66689
"LRF","GFDL_Low",2,"CC-CR",0.1647,0.03277,1.19466,1.39215
"LRF","GFDL_Low",2,"CN",0.53982,0.00944,-3.13435,-2.58507
"LRF","GFDL_Low",2,"CC-NT-CR",0.57453,0.00244,3.11524,3.69222
"LRF","GFDL_Low",2,"RF05-CR",0.12511,0.00124999999999997,-0.40265,-0.27628
"LRF","GFDL_Low",2,"RF15-CR",0.37129,0.00366999999999995,-1.13418,-0.759209999999999
"LRF","GFDL_Low",2,"RF25-CR",0.60602,0.00641999999999998,-1.97693,-1.36448
"LRF","GFDL_Low",2,"RF35-CR",0.85252,0.00915999999999995,-2.74566,-1.88396
"LRF","GFDL_Low",2,"RR50-CR",1.16515,0.02926,-1.27806,-0.0836399999999999
"LRF","GFDL_Low",2,"RR25-CR",0.71224,0.0226499999999999,-0.33376,0.40114
"LRF","GFDL_Low",2,"RR00-CR",0,0,0,0
"LRF","GFDL_Low",2,"RR50-NT-CR",1.55085,0.01758,0.59671,2.16514
"LRF","GFDL_Low",2,"RR25-NT-CR",1.08948,0.00219000000000003,1.72867,2.82035
"LRF","GFDL_Low",2,"RR00-NT-CR",0.336279999999999,-0.01444,2.88824,3.21009
"LRF","GFDL_Low",2,"BC19-CR",0.73919,NA,-2.57554,-2.3853
"LRF","GFDL_Low",2,"BC38-CR",0.75373,NA,-5.14221,-4.93743
"LRF","GFDL_Low",2,"BC57-CR",0.81436,NA,-7.34221,-7.0768
"LRF","GFDL_Low",2,"BC76-CR",0.85171,NA,-9.54221,-9.23945
"LRF","GFDL_Low",2,"BC96-CR",0.88021,NA,-12.84221,-12.51095
"LRF","UKESM_High",5,"CC-CR",0.36459,0.03512,1.85916,2.25887
"LRF","UKESM_High",5,"CN",0.67911,0.0102100000000001,-3.02844,-2.33912
"LRF","UKESM_High",5,"CC-NT-CR",0.80399,0.00630000000000008,2.57414,3.38443
"LRF","UKESM_High",5,"RF05-CR",0.13184,0.00136000000000003,-0.29845,-0.16526
"LRF","UKESM_High",5,"RF15-CR",0.38279,0.00412000000000001,-0.90663,-0.51971
"LRF","UKESM_High",5,"RF25-CR",0.63951,0.00697999999999999,-1.70879,-1.0623
"LRF","UKESM_High",5,"RF35-CR",0.89213,0.00992999999999999,-2.51899,-1.61693
"LRF","UKESM_High",5,"RR50-CR",1.36843,0.0308700000000001,0.04946,1.44877
"LRF","UKESM_High",5,"RR25-CR",0.8241,0.0241400000000001,0.30324,1.15148
"LRF","UKESM_High",5,"RR00-CR",0,0,0,0
"LRF","UKESM_High",5,"RR50-NT-CR",1.76356,0.02041,1.28672,3.07068
"LRF","UKESM_High",5,"RR25-NT-CR",1.24474,0.00465000000000004,2.04426,3.29365
"LRF","UKESM_High",5,"RR00-NT-CR",0.415299999999999,-0.01311,2.64113,3.04331
"LRF","UKESM_High",5,"BC19-CR",0.96381,NA,-3.23924,-2.84162
"LRF","UKESM_High",5,"BC38-CR",1.01231,NA,-5.43924,-4.99312
"LRF","UKESM_High",5,"BC57-CR",1.09643,NA,-8.00591,-7.47567
"LRF","UKESM_High",5,"BC76-CR",1.17188,NA,-10.57257,-9.96688
"LRF","UKESM_High",5,"BC96-CR",1.1115,NA,-13.87257,-13.32726
"LRF","UKESM_Low",4,"CC-CR",-0.25968,0.03251,0.66776,0.44058
"LRF","UKESM_Low",4,"CN",0.218579999999999,0.00873000000000002,-3.58352,-3.35621
"LRF","UKESM_Low",4,"CC-NT-CR",0.17932,0.00490000000000002,2.63172,2.81594
"LRF","UKESM_Low",4,"RF05-CR",0.11958,0.00118000000000007,-0.22417,-0.1034
"LRF","UKESM_Low",4,"RF15-CR",0.35931,0.00373999999999997,-1.05331,-0.690259999999999
"LRF","UKESM_Low",4,"RF25-CR",0.59399,0.00633000000000006,-1.81097,-1.21065
"LRF","UKESM_Low",4,"RF35-CR",0.84186,0.00907999999999998,-2.59213,-1.74119
"LRF","UKESM_Low",4,"RR50-CR",1.14915,0.02884,-1.47101,-0.293019999999999
"LRF","UKESM_Low",4,"RR25-CR",0.69061,0.02236,-0.39203,0.32094
"LRF","UKESM_Low",4,"RR00-CR",0,0,0,0
"LRF","UKESM_Low",4,"RR50-NT-CR",1.52872,0.01812,0.39925,1.94609
"LRF","UKESM_Low",4,"RR25-NT-CR",1.0826,0.00289000000000006,1.44621,2.5317
"LRF","UKESM_Low",4,"RR00-NT-CR",0.395799999999999,-0.0143,2.61796,2.99945
"LRF","UKESM_Low",4,"BC19-CR",0.268479999999999,NA,-3.4118,-3.70558
"LRF","UKESM_Low",4,"BC38-CR",0.326849999999999,NA,-5.97847,-6.21388
"LRF","UKESM_Low",4,"BC57-CR",0.3556,NA,-8.9118,-9.11846
"LRF","UKESM_Low",4,"BC76-CR",0.32791,NA,-11.47847,-11.71282
"LRF","UKESM_Low",4,"BC96-CR",0.35935,NA,-14.4118,-14.61471
