"year","date","Obs_sd","treatment_scen","Model","mb_val"
1990,7534,NA,"Cover Crop, Crop Rotation","Millennial",1.58315226846586
1990,7565,0.619989073290812,"Cover Crop, Crop Rotation","Observed",3.1857
1990,7565,NA,"Cover Crop, Crop Rotation","Millennial",1.72037448761004
1990,7600,0.294404701049423,"Cover Crop, Crop Rotation","Observed",2.3976
1990,7600,NA,"Cover Crop, Crop Rotation","Millennial",1.8871015841246
1991,7893,0.248963539499261,"Cover Crop, Crop Rotation","Observed",2.0313
1991,7893,NA,"Cover Crop, Crop Rotation","Millennial",2.96541350940848
1993,8601,1.84337104349613,"Cover Crop, Crop Rotation","Observed",2.2533
1993,8601,NA,"Cover Crop, Crop Rotation","Millennial",2.16789799977276
1995,9363,1.21051594413291,"Cover Crop, Crop Rotation","Observed",2.4864
1995,9363,NA,"Cover Crop, Crop Rotation","Millennial",3.87313971789402
1996,9623,1.08213140375834,"Cover Crop, Crop Rotation","Observed",3.3522
1996,9623,NA,"Cover Crop, Crop Rotation","Millennial",1.5103207292547
