%global
        time = "1984-01-01/1"

%climate
        id = 2

%attributes
        elevation = "990"
        latitude = "33.684"
        longitude = "-101.768"
        wind speed = "3.4"
        annual precipitation = "479.5"
        temperature average = "16.1"
        temperature amplitude = "63.3"


%data
*	 *	 prec	 tavg	 tmax	 tmin	 grad	 wind
1984	366	1.52	3.9	7.8	0	70.98379627131	2.14
1985	1	0.51	-3.05	0	-6.1	68.5185184944	4.35
1985	2	0.25	-3.6	1.1	-8.3	88.80787033911	3.34
1985	3	0	0.85	6.7	-5	152.39583327969	3.66
1985	4	0	5.55	11.7	-0.6	140.09259254328	4.43
1985	5	0	5.8	13.3	-1.7	151.49305550223	2.66
1985	6	0	7.2	15	-0.6	156.33101846349	4.06
1985	7	0	5.3	11.7	-1.1	155.92592587104	1.73
1985	8	0	6.95	12.2	1.7	98.20601848395	3.26
1985	9	0.51	5.85	11.7	0	135.33564810051	5.22
1985	10	0	0.3	5.6	-5	152.84722216842	2.27
1985	11	0	-4.2	-1.7	-6.7	154.01620364949	4.22
1985	12	1.27	-7.5	-4.4	-10.6	108.74999996172	2.84
1985	13	0	-2.2	2.8	-7.2	122.23379625327	2.36
1985	14	0	1.65	7.2	-3.9	140.1620369877	2.86
1985	15	0	3.65	10.6	-3.3	161.28472216545	4.09
1985	16	0	3.9	7.8	0	159.66435179565	4.06
1985	17	0	4.7	12.2	-2.8	127.10648143674	3.89
1985	18	0	7.2	15	-0.6	166.88657401533	2.55
1985	19	0	5	16.1	-6.1	166.06481475636	5.55
1985	20	0	-6.95	-2.8	-11.1	169.12037031084	3.38
1985	21	0	-3.85	1.7	-9.4	154.69907401962	2.28
1985	22	0	-0.85	4.4	-6.1	170.59027771773	2.66
1985	23	0	2.5	8.9	-3.9	147.5694443925	2.03
1985	24	0	6.4	13.9	-1.1	153.04398142761	2.01
1985	25	0	6.95	13.3	0.6	160.0694443881	3.91
1985	26	0	4.45	10	-1.1	177.74305549299	3.06
1985	27	5.08	4.7	8.3	1.1	63.03240738522	3.71
1985	28	0.76	3.9	8.9	-1.1	133.72685180478	2.69
1985	29	0	6.95	13.9	0	166.48148142288	4.77
1985	30	0.76	0.55	8.3	-7.2	175.12731475317	3.12
1985	31	0.76	-10.55	-7.8	-13.3	111.35416662747	4.8
1985	32	0.51	-12.5	-9.4	-15.6	87.39583330257	2.76
1985	33	0	-9.7	-2.2	-17.2	73.87731478881	3.12
1985	34	0	-2.8	3.3	-8.9	192.40740733968	4.16
1985	35	0	-0.25	3.9	-4.4	181.87499993598	3.59
1985	36	0.25	0.25	4.4	-3.9	164.71064809017	2.31
1985	37	0	0.6	5.6	-4.4	167.83564808907	3.51
1985	38	0	-0.6	4.4	-5.6	198.21759252282	1.94
1985	39	0	5.55	13.3	-2.2	200.10416659623	4.52
1985	40	0	10	18.3	1.7	191.97916659909	4.59
1985	41	0	3.35	7.8	-1.1	185.94907400862	2.89
1985	42	0	1.95	8.9	-5	146.05324068933	3.53
1985	43	0	5.55	15	-3.9	215.30092585014	2.52
1985	44	0	7.25	13.9	0.6	210.27777770376	4.43
1985	45	0	5.55	12.8	-1.7	190.46296289592	3.08
1985	46	0	7.5	17.2	-2.2	209.78009251875	3.49
1985	47	0	10	17.8	2.2	215.47453696119	4.96
1985	48	0	6.95	15	-1.1	216.64351844226	2.16
1985	49	0	8.85	13.3	4.4	213.13657399905	3.31
1985	50	0	10	15.6	4.4	50.77546294509	2.09
1985	51	3.56	12.5	16.7	8.3	150.94907402094	4.98
1985	52	1.02	14.7	19.4	10	58.48379627571	3.74
1985	53	0	14.15	18.9	9.4	215.61342585003	4.59
1985	54	2.03	7.8	11.7	3.9	216.34259251644	5.18
1985	55	0	6.15	11.7	0.6	215.53240733154	2.2
1985	56	0	9.7	18.3	1.1	234.28240732494	4.33
1985	57	0	6.95	11.1	2.8	239.47916658237	4.55
1985	58	0	5.8	12.2	-0.6	162.82407401676	2.51
1985	59	0	10	15	5	238.34490732351	3.63
1985	60	0.25	13.05	19.4	6.7	131.77083328695	3.35
1985	61	0	12.5	20.6	4.4	243.99305546967	3.38
1985	62	0	15.55	22.2	8.9	202.84722215082	7.63
1985	63	0	6.4	12.8	0	199.074074004	3.62
1985	64	0	8.3	17.2	-0.6	257.51157398343	3.65
1985	65	0	10.8	17.2	4.4	255.35879620641	4.94
1985	66	0	16.4	22.2	10.6	178.55324067789	3.24
1985	67	0	15.55	21.1	10	215.63657399817	2.69
1985	68	0	14.2	17.8	10.6	225.05787029115	3.34
1985	69	0	18.35	25	11.7	134.61805550817	4.52
1985	70	0	18.35	25	11.7	202.06018511406	4.91
1985	71	0	10.55	13.9	7.2	206.14583326077	4.49
1985	72	0	10.25	14.4	6.1	178.42592586312	4.33
1985	73	0	8.6	15	2.2	132.04861106463	2.84
1985	74	0.25	6.95	10.6	3.3	275.56712953263	2.7
1985	75	5.08	7.8	10.6	5	175.82175919737	1.52
1985	76	0	9.15	16.1	2.2	191.01851845128	1.81
1985	77	0	11.35	19.4	3.3	235.28935176903	3.8
1985	78	3.56	11.1	16.1	6.1	270.85648138614	4.05
1985	79	18.54	9.7	13.3	6.1	124.84953699309	4.91
1985	80	3.05	10.3	15	5.6	177.78935178927	3.75
1985	81	0	11.65	18.9	4.4	264.88425916602	4.27
1985	82	0	11.95	20	3.9	282.54629619684	3.13
1985	83	0	15	24.4	5.6	295.92592582176	3.02
1985	84	0	16.7	25.6	7.8	293.25231471159	4.46
1985	85	0.51	18.35	23.9	12.8	268.93518509052	6
1985	86	0	18.9	26.1	11.7	189.02777771124	6.75
1985	87	0	20	26.1	13.9	298.9583332281	6.02
