"Date_time","Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Scenario_Abbr","Maize_slope","Maize_yint","Maize_R2","Maize_RMSE","Maize_diff","Soy_slope","Soy_yint","Soy_R2","Soy_RMSE","Soy_diff","Wheat_slope","Wheat_yint","Wheat_R2","Wheat_RMSE","Wheat_diff","SOC_slope","SOC_yint","SOC_R2","SOC_RMSE","SOC_diff","SOC_diff_noout","Temp_slope","Temp_yint","Temp_R2","Temp_RMSE","Temp_diff","Moist_slope","Moist_yint","Moist_R2","Moist_RMSE","Moist_diff","N2O_slope","N2O_yint","N2O_R2","N2O_RMSE","N2O_diff","CH4_slope","CH4_yint","CH4_R2","CH4_RMSE","CH4_diff","MBio_slope","MBio_yint","MBio_R2","MBio_RMSE","MBio_diff","Cotton_slope","Cotton_yint","Cotton_R2","Cotton_RMSE","Cotton_diff","Sorghum_slope","Sorghum_yint","Sorghum_R2","Sorghum_RMSE","Sorghum_diff","Maize_cultivar","Soybean_cultivar","Wheat_cultivar","Cotton_cultivar","Sorghum_cultivar","Maize_slope_1to1","Maize_yint_1to1","Maize_R2_1to1","Maize_RMSE_1to1","Soy_slope_1to1","Soy_yint_1to1","Soy_R2_1to1","Soy_RMSE_1to1","Wheat_slope_1to1","Wheat_yint_1to1","Wheat_R2_1to1","Wheat_RMSE_1to1","SOC_slope_1to1","SOC_yint_1to1","SOC_R2_1to1","SOC_RMSE_1to1","Temp_slope_1to1","Temp_yint_1to1","Temp_R2_1to1","Temp_RMSE_1to1","Moist_slope_1to1","Moist_yint_1to1","Moist_R2_1to1","Moist_RMSE_1to1","N2O_slope_1to1","N2O_yint_1to1","N2O_R2_1to1","N2O_RMSE_1to1","CH4_slope_1to1","CH4_yint_1to1","CH4_R2_1to1","CH4_RMSE_1to1","MBio_slope_1to1","MBio_yint_1to1","MBio_R2_1to1","MBio_RMSE_1to1","Cotton_slope_1to1","Cotton_yint_1to1","Cotton_R2_1to1","Cotton_RMSE_1to1","Sorghum_slope_1to1","Sorghum_yint_1to1","Sorghum_R2_1to1","Sorghum_RMSE_1to1","Maize_slope_time","Maize_yint_time","Maize_R2_time","Maize_RMSE_time","Soy_slope_time","Soy_yint_time","Soy_R2_time","Soy_RMSE_time","Wheat_slope_time","Wheat_yint_time","Wheat_R2_time","Wheat_RMSE_time","SOC_slope_time","SOC_yint_time","SOC_R2_time","SOC_RMSE_time","Temp_slope_time","Temp_yint_time","Temp_R2_time","Temp_RMSE_time","Moist_slope_time","Moist_yint_time","Moist_R2_time","Moist_RMSE_time","N2O_slope_time","N2O_yint_time","N2O_R2_time","N2O_RMSE_time","CH4_slope_time","CH4_yint_time","CH4_R2_time","CH4_RMSE_time","MBio_slope_time","MBio_yint_time","MBio_R2_time","MBio_RMSE_time","Cotton_slope_time","Cotton_yint_time","Cotton_R2_time","Cotton_RMSE_time","Sorghum_slope_time","Sorghum_yint_time","Sorghum_R2_time","Sorghum_RMSE_time"
"2023-05-30 17:21:08","Millennial",1,52,"1_52","RR25-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.895097776,17.93277271,0.33,0.36,-3.45033219034952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.503418798,1.884270773,0.03,0.92,-5.64591662248413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89507383339065,17.9326067568832,0.33,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.503417043267002,1.88426819802752,0.03,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.138118973230725,283.138791857346,0.68,0.36,NA,NA,NA,NA,-1.95278940585937e-05,20.9709435844512,0,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.011716988509985,25.002706270223,0,0.92,NA,NA,NA,NA
"2023-05-30 22:47:33","RothC",1,52,"1_52","RR25-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.539458763,9.81485567,0.73,0.45,-1.5858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0890206185566578,6.07342783505181,0,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00785833333332832,22.3817583333233,0.07,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-05-30 14:11:38","APSIM",1,53,"1_53","RR00-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.474226804,-8.659793814,0.49,0.34,-0.94,NA,0.895585982,6.02996795,0.92,4.96,-4.09447777466382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285575758,1.153847439,0.09,0.66,-1.80007407407407,NA,2.139,0,0.37,0.373383170370371,NA,NA,NA,"s71br","mycultivar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47422680412365,-8.65979381443261,0.49,0.34,0.895585981563787,6.02996795037975,0.92,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.285575757831338,1.1538474389727,0.09,0.66,2.01938557820968,0.308000316424251,1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00119047619046999,8.77619047617803,0,0.34,NA,NA,NA,NA,0.000123001801378877,20.2432908586408,0,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0363,-71.8566,0.08,0.66
"2023-05-30 17:22:30","Daycent",1,53,"1_53","RR00-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72727272727266,-9.87272727272686,1,0.62,-1.84,NA,0.985730648460233,3.28661763818041,0.93,4,-3.02211110799715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653567909896713,0.332522005774326,0.27,0.37,-0.571427407407407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72727272727266,-9.87272727272686,1,0.62,0.985730648460233,3.28661763818041,0.93,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653567909896713,0.332522005774326,0.27,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0238095238095219,-41.0738095238057,0.3,0.62,NA,NA,NA,NA,-2.57137749737487e-05,21.0383147202843,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653567909896713,0.332522005774326,0.27,0.37
"2023-05-30 17:23:05","Millennial",1,53,"1_53","RR00-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.953275933,18.28565824,0.35,0.36,-3.44486442965102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.525108102,1.903085277,0.03,0.92,-5.66041624357446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95325204790904,18.2854926340125,0.35,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.525106538122562,1.90308304568108,0.03,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.136719178868571,280.335358226003,0.67,0.36,NA,NA,NA,NA,-2.57137749737487e-05,21.0383147202843,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0116727186755436,24.9156802325939,0,0.92,NA,NA,NA,NA
"2023-05-30 22:51:44","RothC",1,53,"1_53","RR00-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.565695876,9.980085567,0.65,0.46,-1.59725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00213917525768325,6.60606288659824,0,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00745714285713781,21.579444642847,0.06,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-05-30 14:13:33","APSIM",1,54,"1_54","RR50-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.472636816,7.305721393,0.77,2.19,6.49,NA,0.895512255,6.031084597,0.92,4.96,-4.09422777466382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.664668276,0.865400987,0.79,0.51,0.148907407407407,NA,2.163,0,0.07,0.0690849185185187,NA,NA,NA,"s71br","mycultivar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.472636815920395,7.30572139303481,0.77,2.19,0.895512254975195,6.03108459721554,0.92,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.664668276487104,0.865400987085398,0.79,0.51,2.01938557820968,0.308000316424251,1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333333333333315,-62.6083333333297,0.27,2.19,NA,NA,NA,NA,0.000125099421058148,20.2159713691501,0,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0325,65.7325,0.11,0.51
"2023-05-30 17:24:26","Daycent",1,54,"1_54","RR50-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238095238095238,8.15476190476191,1,0.34,-0.81,NA,0.964986310527896,3.40352397670273,0.94,3.68,-2.75448610799715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440104327620736,0.309519727058943,0.34,0.25,-0.023717037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238095238095238,8.25476190476191,1,0.41,0.964986310527896,3.40352397670273,0.94,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440104327620736,0.309519727058943,0.34,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273809523809509,-48.202380952378,0.81,0.41,NA,NA,NA,NA,-0.000178324012030071,22.8096651779099,0,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.440104327620736,0.309519727058943,0.34,0.25
"2023-05-30 17:25:00","Millennial",1,54,"1_54","RR50-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764781293,1.312197355,1,0.24,2.36503152122679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47602132,1.830494218,0.03,0.76,-4.71401066671427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764776347973266,1.31220937282134,1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.476020121086214,1.83049200391522,0.03,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.204054491444457,415.187039451972,0.9,0.24,NA,NA,NA,NA,-0.000178324012030071,22.8096651779099,0,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0472413487191838,-93.3713877088828,0.06,0.76,NA,NA,NA,NA
"2023-05-30 22:55:58","RothC",1,54,"1_54","RR50-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115416667,5.754504167,0.99,0.22,-0.286049999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00820895522388396,6.47256641791043,0.7,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0153678571428544,37.3384428571374,0.56,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-05-30 14:15:32","APSIM",1,55,"1_55","RR25-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.671641791,9.718656716,0.91,1.1,3.09,NA,0.895522314,6.031231468,0.92,4.96,-4.09456110799715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78068145,1.080056445,0.74,0.56,-0.458092592592593,NA,2.182,0,0.05,0.0500849185185186,NA,NA,NA,"s71br","mycultivar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67164179104477,9.71865671641788,0.91,1.1,0.895522314066675,6.03123146829957,0.92,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.780681450000636,1.08005644493298,0.74,0.56,2.01938557820968,0.308000316424251,1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0666666666666617,-128.266666666657,0.72,1.1,NA,NA,NA,NA,0.000125088454369614,20.2163933525743,0,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02845,57.7559000000001,0.05,0.56
"2023-05-30 17:26:22","Daycent",1,55,"1_55","RR25-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238095238095238,8.15476190476191,1,0.34,-0.81,NA,0.951191305548489,3.35067102560299,0.94,3.44,-2.44591944133049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432021978704919,0.319733304778246,0.33,0.25,-0.0470414814814814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238095238095238,8.25476190476191,1,0.41,0.951191305548489,3.35067102560299,0.94,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432021978704919,0.319733304778246,0.33,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273809523809509,-48.202380952378,0.81,0.41,NA,NA,NA,NA,-0.000270702605510908,23.7892142660056,0,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432021978704919,0.319733304778246,0.33,0.25
"2023-05-30 17:26:56","Millennial",1,55,"1_55","RR25-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783021772,1.190965486,1,0.24,2.37639709817149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.307010466,1.742525636,0.01,0.8,-5.14728182034213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783016883916248,1.19097712647828,1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.307009261771348,1.74252332861361,0.01,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.205845359272983,418.775034544121,0.9,0.24,NA,NA,NA,NA,-0.000270702605510908,23.7892142660056,0,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0708959861509038,-140.786172480783,0.13,0.8,NA,NA,NA,NA
"2023-05-30 23:00:07","RothC",1,55,"1_55","RR25-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11766791,5.739695336,0.99,0.21,-0.283399999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0140049751243828,6.43441467661689,0.8,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0157261904761876,38.0559011904705,0.59,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-05-30 14:17:29","APSIM",1,56,"1_56","RR00-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.467661692,15.97039801,1,0.58,-0.31,NA,0.895661798,6.029062571,0.92,4.96,-4.09497777466382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.543383322,1.163137028,0.44,0.59,-1.30509259259259,NA,2.225,0,0.01,0.00708491851851845,NA,NA,NA,"s71br","mycultivar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46766169154228,15.9703980099502,1,0.58,0.895661797648279,6.0290625712085,0.92,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.543383322133773,1.1631370281094,0.44,0.59,2.01938557820968,0.308000316424251,1,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138095238095224,-270.363095238068,0.92,0.58,NA,NA,NA,NA,0.000124984439176851,20.2178331850166,0,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000200000000000024,0.467099999999951,0,0.59
"2023-05-30 17:28:17","Daycent",1,56,"1_56","RR00-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238095238095238,8.15476190476191,1,0.34,-0.81,NA,0.938202225393207,3.30648723010137,0.94,3.24,-2.16096110799715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425577297124206,0.329313895294055,0.32,0.25,-0.0713859259259258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.238095238095238,8.25476190476191,1,0.41,0.938202225393207,3.30648723010137,0.94,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425577297124206,0.329313895294055,0.32,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0273809523809509,-48.202380952378,0.81,0.41,NA,NA,NA,NA,-0.000362997015227407,24.7821295013467,0,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425577297124206,0.329313895294055,0.32,0.25
"2023-05-30 17:28:52","Millennial",1,56,"1_56","RR00-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799623756,1.080613979,1,0.24,2.38683748005148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.152203181,1.66106734,0,0.83,-5.53708164592872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.799618870115381,1.08062561115519,1,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.152202138181,1.66106519131767,0,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.206925335682138,420.938653355764,0.9,0.24,NA,NA,NA,NA,-0.000362997015227407,24.7821295013467,0,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092249035765203,-183.58767981608,0.21,0.83,NA,NA,NA,NA
"2023-05-30 23:04:19","RothC",1,56,"1_56","RR00-NT-CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119359453,5.728535386,0.99,0.21,-0.280999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193034825870691,6.39954527363181,0.84,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0160476190476159,38.6994726190413,0.61,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023-05-30 14:19:27","APSIM",1,7,"1_7","CN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.458333333,14.91875,1,1.14,-1.96,NA,0.894466205,6.046974898,0.92,4.95,-4.09072777466382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.215801475,1.198697647,0.22,0.58,-1.43855555555556,NA,NA,NA,NA,NA,NA,NA,NA,"s71br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45833333333334,14.91875,1,1.14,0.894466205092238,6.04697489846143,0.92,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21580147507305,1.19869764747807,0.22,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148809523809515,-292.023809523793,0.76,1.14,NA,NA,NA,NA,0.000114068182982414,20.3559386510193,0,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00128571428571489,-1.65853571428693,0,0.58
"2023-05-30 14:20:48","Daycent",1,7,"1_7","CN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.416666666666669,8.96250000000001,1,0.99,-1.86,NA,0.974381803118231,3.37217098690192,0.93,3.88,-2.89729444133049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287337893735555,0.282417353311656,0.2,0.44,1.25786222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.416666666666669,8.96250000000001,1,0.99,0.974381803118231,3.37217098690192,0.93,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287337893735555,0.282417353311656,0.2,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0226190476190437,-38.7476190476111,0.55,0.99,NA,NA,NA,NA,-2.35961434928864e-05,20.9888117280754,0,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.287337893735555,0.282417353311656,0.2,0.44
"2023-05-30 14:20:53","Millennial",1,7,"1_7","CN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743839784,1.996834168,1,0.55,-1.0888114913362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.613979866,1.837684429,0.05,1.02,-6.29231057654031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.743839784491674,1.99683416760031,1,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.613979866350707,1.83768442862484,0.05,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.175663000306743,358.320938641477,0.86,0.55,NA,NA,NA,NA,-2.35961434928864e-05,20.9888117280754,0,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.166147165741115,334.985390914993,0.49,1.02,NA,NA,NA,NA
